Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	false	false	Danio rerio	Erlin-2	2:Experimental evidence at transcript level	3.02	1.0000	0.9988	0.00000000000000	1	0	0	1	0	0	963152.5	0	0			
sp|B8A5I7|SSBP_DANRE	B8A5I7	SSBP_DANRE	ssbp1	146	false	false	Danio rerio	Single-stranded DNA-binding protein, mitochondrial	1:Experimental evidence at protein level	13.70	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	589505.06	589505.06	589505.06			
sp|F1QGH7|CTNB1_DANRE	F1QGH7	CTNB1_DANRE	ctnnb1	780	false	false	Danio rerio	Catenin beta-1	1:Experimental evidence at protein level	1.28	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	162911.73	0	162911.73	5C(57.0215)		
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	8.83	1.0000	0.9990	0.00000000000000	6	1	1	7	1	1	6.2218544E7	2691475.2	2691475.2			
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	PRSS1	246	false	false	Bos taurus	Serine protease 1	1:Experimental evidence at protein level	9.76	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1.1313434E7	1.1313434E7	1.1313434E7	12C(57.0215),23C(57.0215),12C(57.0215),23C(57.0215)		
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	58.87	1.0000	0.9990	0.00000000000000	13	13	13	24	24	24	3.88015181E9	3.88015181E9	3.88015181E9	11M(15.9949),13C(57.0215),12C(57.0215),12C(57.0215),12C(57.0215),23C(57.0215),13C(57.0215),13C(57.0215),13C(57.0215),27C(57.0215),3C(57.0215),17M(15.9949),17M(15.9949),17M(15.9949),17M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P01112|RASH_HUMAN	P01112	RASH_HUMAN	HRAS	189	false	false	Homo sapiens	GTPase HRas	1:Experimental evidence at protein level	5.82	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	683893.1	0	683893.1			tr|Q503B6|Q503B6_DANRE, tr|Q568K0|Q568K0_DANRE
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	false	false	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	10.28	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1450813.0	1450813.0	1450813.0			
sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	false	false	Bos taurus	Beta-casein	1:Experimental evidence at protein level	3.12	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	379246.78	379246.78	379246.78			
sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	false	false	Bos taurus	Kappa-casein	1:Experimental evidence at protein level	5.26	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	2.46	1.0000	0.9989	0.00000000000000	3	2	2	1	0	0	3887384.5	991139.5	991139.5			
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	2.47	1.0000	0.9990	0.00000000000000	3	2	3	1	0	1	4091026.0	1194781.0	4091026.0			
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	false	false	Homo sapiens	Lactotransferrin	1:Experimental evidence at protein level	9.01	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	1639189.2	1639189.2	1639189.2	10C(57.0215),4C(57.0215)		
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	54.04	1.0000	0.9990	0.00000000000000	43	39	43	52	48	52	2.48975728E8	2.48975728E8	2.48975728E8	11C(57.0215),1M(15.9949),5C(57.0215),2M(15.9949),4C(57.0215),4C(57.0215),5C(57.0215),5M(15.9949),7M(15.9949),7M(15.9949),8M(15.9949),9M(15.9949)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	4.61	1.0000	0.9990	0.00000000000000	2	1	2	2	1	2	1180685.2	590124.75	1180685.2	7M(15.9949)		
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	26.67	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	2815243.8	2815243.8	2815243.8	24C(57.0215),27C(57.0215),24C(57.0215),27C(57.0215)		
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	false	false	Danio rerio	Tropomyosin alpha-1 chain	2:Experimental evidence at transcript level	20.42	1.0000	0.9990	0.00000000000000	12	2	12	7	0	7	9782000.0	466229.44	9782000.0			
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	59.25	1.0000	0.9990	0.00000000000000	39	32	39	46	38	46	1.41782048E8	1.41782048E8	1.41782048E8	10C(57.0215),11M(15.9949),26C(57.0215),26M(15.9949),3M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5C(57.0215),5M(15.9949),7C(57.0215)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	64.21	1.0000	0.9990	0.00000000000000	43	42	42	46	45	45	1.72984496E8	1.72984496E8	1.72984496E8	15M(15.9949),19M(15.9949),1M(15.9949),25M(15.9949),27C(57.0215),2C(57.0215),3M(15.9949),3M(15.9949),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),8M(15.9949)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	74.18	1.0000	0.9990	0.00000000000000	47	39	44	41	34	38	6.7707584E7	4.2355888E7	4.2355888E7	10M(15.9949),1M(15.9949),23M(15.9949),23M(15.9949),7C(57.0215),7C(57.0215),7M(15.9949),7M(15.9949),8C(57.0215),8C(57.0215),8C(57.0215)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	20.95	1.0000	0.9990	0.00000000000000	4	4	4	3	3	3	4441112.0	4441112.0	4441112.0	12C(57.0215),26C(57.0215),8C(57.0215),9C(57.0215)		
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	false	false	Danio rerio	40S ribosomal protein S8	1:Experimental evidence at protein level	7.21	1.0000	0.9990	0.00000000000000	2	1	2	2	0	2	1499620.6	679133.4	1499620.6	12C(57.0215),4C(57.0215)		
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	15.65	1.0000	0.9986	0.00000000000000	2	2	2	2	2	2	493155.44	493155.44	493155.44			
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	false	false	Danio rerio	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	11.63	1.0000	0.9990	0.00000000000000	5	5	5	2	2	2	3009984.5	3009984.5	3009984.5	N-term(42.0106)		
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	16.58	1.0000	0.9984	0.00000000000000	5	2	2	4	1	1	3050588.0	1602324.1	1602324.1			
sp|Q32LQ4|BHMT1_DANRE	Q32LQ4	BHMT1_DANRE	bhmt	400	false	false	Danio rerio	Betaine--homocysteine S-methyltransferase 1	2:Experimental evidence at transcript level	5.00	1.0000	0.9990	0.00000000000000	2	2	2	1	1	1	883964.6	883964.6	883964.6			
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	false	false	Danio rerio	Dihydropyrimidinase-related protein 3	2:Experimental evidence at transcript level	1.76	1.0000	0.9990	0.00000000000000	3	3	3	1	1	1	831929.1	831929.1	831929.1			
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	4.05	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	2204273.2	0	0			
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	false	false	Danio rerio	Erlin-1	2:Experimental evidence at transcript level	6.43	1.0000	0.9989	0.00000000000000	3	2	3	2	1	2	2048871.5	1085719.0	2048871.5	9M(15.9949)		
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	10.75	1.0000	0.9990	0.00000000000000	5	4	5	3	2	3	3448817.5	2665529.8	3448817.5	13C(57.0215),13M(15.9949)		
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	false	false	Danio rerio	14-3-3 protein beta/alpha-A	2:Experimental evidence at transcript level	5.74	1.0000	0.9990	0.00000000000000	2	0	2	1	0	1	1620294.9	0	1620294.9			
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	false	false	Danio rerio	Synaptosomal-associated protein 25-A	2:Experimental evidence at transcript level	33.82	1.0000	0.9990	0.00000000000000	4	1	1	7	1	1	1.44304E7	9918176.0	9918176.0	11M(15.9949)		
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	10.81	1.0000	0.9990	0.00000000000000	4	3	3	3	2	2	2848608.8	1802782.9	1802782.9			
