Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	false	false	Danio rerio	Erlin-2	2:Experimental evidence at transcript level	3.02	1.0000	0.9988	0.00000000000000	1	0	0	1	0	0	1188511.1	0	0			
sp|F1QGH7|CTNB1_DANRE	F1QGH7	CTNB1_DANRE	ctnnb1	780	false	false	Danio rerio	Catenin beta-1	1:Experimental evidence at protein level	3.08	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	1250832.5	0	1250832.5	5C(57.0215)		
sp|F1QGH9|PS11B_DANRE	F1QGH9	PS11B_DANRE	psmd11b	422	false	false	Danio rerio	26S proteasome non-ATPase regulatory subunit 11B	2:Experimental evidence at transcript level	4.27	1.0000	0.9983	0.00000000000000	2	2	2	2	2	2	1.0705415E7	1.0705415E7	1.0705415E7	4M(15.9949),N-term(42.0106)		
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	false	false	Danio rerio	Heat shock protein HSP 90-beta	1:Experimental evidence at protein level	5.52	1.0000	0.9990	0.00000000000000	3	1	3	3	1	3	2.6344904E7	0	2.6344904E7			
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	16.56	1.0000	0.9990	0.00000000000000	9	4	4	11	4	4	7.3953632E8	1.6239878E7	1.6239878E7	5M(15.9949)		
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	PRSS1	246	false	false	Bos taurus	Serine protease 1	1:Experimental evidence at protein level	17.89	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	2.412144E7	2.412144E7	2.412144E7	12C(57.0215),23C(57.0215)		
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	51.52	1.0000	0.9990	0.00000000000000	10	10	10	15	15	15	1.77637709E9	1.77637709E9	1.77637709E9	12C(57.0215),12C(57.0215),17M(15.9949),17M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	false	false	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	7.14	1.0000	0.9977	0.00000000000000	1	0	0	1	0	0	2869374.0	0	0			
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	false	false	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	10.28	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1182756.6	1182756.6	1182756.6			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	25.62	1.0000	0.9989	0.00000000000000	15	8	8	19	8	8	2.16276193E10	1.0004611E7	1.0004611E7	10C(57.0215),11C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),14C(57.0215),22C(57.0215),30C(57.0215),3C(57.0215)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	92.42	1.0000	0.9990	0.00000000000000	107	100	107	198	187	198	3.767561E10	3.2442583E10	3.767561E10	10C(57.0215),11C(57.0215),10C(57.0215),11C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),20C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),20C(57.0215),9C(57.0215),10C(57.0215),20C(57.0215),9C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10M(15.9949),12C(57.0215),1C(57.0215),2C(57.0215),10M(15.9949),12C(57.0215),1C(57.0215),2C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),24C(57.0215),2C(57.0215),11C(57.0215),24C(57.0215),2C(57.0215),11C(57.0215),2C(57.0215),11C(57.0215),2C(57.0215),11M(15.9949),14C(57.0215),15C(57.0215),11M(15.9949),14C(57.0215),15C(57.0215),12C(57.0215),13C(57.0215),12C(57.0215),13C(57.0215),12C(57.0215),13C(57.0215),21C(57.0215),12C(57.0215),13C(57.0215),21C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),21C(57.0215),12C(57.0215),21C(57.0215),13C(57.0215),14C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),3M(15.9949),13C(57.0215),14C(57.0215),22C(57.0215),3M(15.9949),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),16C(57.0215),5C(57.0215),6C(57.0215),16C(57.0215),5C(57.0215),6C(57.0215),17C(57.0215),8C(57.0215),9C(57.0215),17C(57.0215),8C(57.0215),9C(57.0215),1C(57.0215),1C(57.0215),1C(57.0215),2C(57.0215),1C(57.0215),2C(57.0215),1C(57.0215),2C(57.0215),1M(15.9949),3C(57.0215),1M(15.9949),3C(57.0215),21C(57.0215),21C(57.0215),21C(57.0215),21C(57.0215),22C(57.0215),23C(57.0215),24C(57.0215),23C(57.0215),24C(57.0215),32C(57.0215),24C(57.0215),24C(57.0215),25C(57.0215),2C(57.0215),2C(57.0215),2C(57.0215),2C(57.0215),3C(57.0215),2C(57.0215),3C(57.0215),30C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3M(15.9949),3M(15.9949),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),5C(57.0215),6C(57.0215),5C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215),9C(57.0215),8C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215)		
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	67.55	1.0000	0.9990	0.00000000000000	43	39	43	65	60	65	9.9875238E8	5.9934816E8	9.9875238E8	1M(15.9949),5C(57.0215),1M(15.9949),5C(57.0215),4C(57.0215),4C(57.0215),5C(57.0215),5M(15.9949),6M(15.9949),7M(15.9949),9M(15.9949),9M(15.9949)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	false	false	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	2.67	1.0000	0.9990	0.00000000000000	2	1	2	1	0	1	1042567.75	686425.44	1042567.75			
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	false	false	Homo sapiens	Glutathione S-transferase P	1:Experimental evidence at protein level	14.76	1.0000	0.9989	0.00000000000000	2	2	2	2	2	2	2596902.8	2596902.8	2596902.8			
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	false	false	Homo sapiens	Thioredoxin	1:Experimental evidence at protein level	26.67	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	853004.56	853004.56	853004.56	24C(57.0215),27C(57.0215)		
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	false	false	Danio rerio	Tropomyosin alpha-1 chain	2:Experimental evidence at transcript level	25.35	1.0000	0.9990	0.00000000000000	7	1	7	8	1	8	2.5689932E7	0	2.5689932E7			
