Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A0A0G2KTI4|S12A2_DANRE	A0A0G2KTI4	S12A2_DANRE	slc12a2	1136	false	false	Danio rerio	Solute carrier family 12 member 2	1:Experimental evidence at protein level	1.67	1.0000	0.9989	0.00000000000000	2	1	2	2	1	2	1852812.0	1152466.4	1852812.0			
sp|A0A0R4IEW8|ELAV4_DANRE	A0A0R4IEW8	ELAV4_DANRE	elavl4	411	false	false	Danio rerio	ELAV-like protein 4	1:Experimental evidence at protein level	1.70	1.0000	0.9990	0.00000000000000	1	0	0	1	0	0	359023.38	0	0			
sp|A0A8M2BID5|DESPA_DANRE	A0A8M2BID5	DESPA_DANRE	dspa	2059	false	false	Danio rerio	Desmoplakin-A	2:Experimental evidence at transcript level	0.34	1.0000	0.9963	0.00000000000000	1	1	1	1	1	1	2.0391574E7	2.0391574E7	2.0391574E7			
sp|A0MTA1|APEX1_DANRE	A0MTA1	APEX1_DANRE	apex1	310	false	false	Danio rerio	DNA-(apurinic or apyrimidinic site) endonuclease	1:Experimental evidence at protein level	10.32	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	8992944.0	8992944.0	8992944.0	4C(57.0215),8C(57.0215)		
sp|A1A5H6|CNOT1_DANRE	A1A5H6	CNOT1_DANRE	cnot1	2374	false	false	Danio rerio	CCR4-NOT transcription complex subunit 1	2:Experimental evidence at transcript level	0.38	1.0000	0.9983	0.00000000000000	1	1	1	1	1	1	1082714.0	1082714.0	1082714.0			
sp|A1L1F4|PDS5A_DANRE	A1L1F4	PDS5A_DANRE	pds5a	1320	false	false	Danio rerio	Sister chromatid cohesion protein PDS5 homolog A	2:Experimental evidence at transcript level	1.97	1.0000	0.9990	0.00000000000000	2	1	1	2	1	1	1017176.06	0	0			
sp|A2RV29|ZN346_DANRE	A2RV29	ZN346_DANRE	znf346	301	false	false	Danio rerio	Zinc finger protein 346	2:Experimental evidence at transcript level	3.99	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	2C(57.0215)		
sp|A3QK16|ERLN2_DANRE	A3QK16	ERLN2_DANRE	erlin2	331	false	false	Danio rerio	Erlin-2	2:Experimental evidence at transcript level	7.55	1.0000	0.9988	0.00000000000000	4	4	4	4	4	4	6405147.0	6405147.0	6405147.0			
sp|A4VCH0|SAC1A_DANRE	A4VCH0	SAC1A_DANRE	sacm1la	586	false	false	Danio rerio	Phosphatidylinositol-3-phosphatase SAC1-A	2:Experimental evidence at transcript level	1.71	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	1.0985875E7	1.0985875E7	1.0985875E7			
sp|A5PLC8|PTMAB_DANRE	A5PLC8	PTMAB_DANRE	ptmab	106	false	false	Danio rerio	Prothymosin alpha-B	1:Experimental evidence at protein level	13.21	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	N-term(42.0106)		
sp|A9JRE2|MTNA_DANRE	A9JRE2	MTNA_DANRE	mri1	353	false	false	Danio rerio	Methylthioribose-1-phosphate isomerase	2:Experimental evidence at transcript level	7.08	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	2393564.0	2393564.0	2393564.0			
sp|B8A5I7|SSBP_DANRE	B8A5I7	SSBP_DANRE	ssbp1	146	false	false	Danio rerio	Single-stranded DNA-binding protein, mitochondrial	1:Experimental evidence at protein level	31.51	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	6159348.5	6159348.5	6159348.5			
sp|E7FBU4|MMS19_DANRE	E7FBU4	MMS19_DANRE	mms19	1043	false	false	Danio rerio	MMS19 nucleotide excision repair protein homolog	3:Protein inferred from homology	1.53	1.0000	0.9956	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|F1QGH7|CTNB1_DANRE	F1QGH7	CTNB1_DANRE	ctnnb1	780	false	false	Danio rerio	Catenin beta-1	1:Experimental evidence at protein level	4.74	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	0	0	0	5C(57.0215)		
sp|F1QGW6|IF2G_DANRE	F1QGW6	IF2G_DANRE	eif2s3	472	false	false	Danio rerio	Eukaryotic translation initiation factor 2 subunit 3	3:Protein inferred from homology	3.81	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0	2C(57.0215)		
sp|F1QWA8|SARM1_DANRE	F1QWA8	SARM1_DANRE	sarm1	713	false	false	Danio rerio	NAD(+) hydrolase SARM1	1:Experimental evidence at protein level	1.54	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|F1RAX4|STRA6_DANRE	F1RAX4	STRA6_DANRE	stra6	670	false	false	Danio rerio	Receptor for retinol uptake stra6	1:Experimental evidence at protein level	2.84	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1.250572E7	1.250572E7	1.250572E7			
sp|F1RCR6|TRIPC_DANRE	F1RCR6	TRIPC_DANRE	trip12	2026	false	false	Danio rerio	E3 ubiquitin-protein ligase TRIP12	3:Protein inferred from homology	1.38	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	2165707.0	2165707.0	2165707.0	6C(57.0215),8C(57.0215)		
sp|F5HSE3|NIPLA_DANRE	F5HSE3	NIPLA_DANRE	nipbla	2381	false	false	Danio rerio	Nipped-B-like protein A	2:Experimental evidence at transcript level	0.50	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|F6P6X0|UBAP1_DANRE	F6P6X0	UBAP1_DANRE	ubap1	453	false	false	Danio rerio	Ubiquitin-associated protein 1	2:Experimental evidence at transcript level	2.65	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	4584948.5	4584948.5	4584948.5	6M(15.9949)		
sp|O13166|TLE3A_DANRE	O13166	TLE3A_DANRE	tle3a	761	false	false	Danio rerio	Transducin-like enhancer protein 3-A	1:Experimental evidence at protein level	2.89	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	0	0	0			
sp|O42248|GBLP_DANRE	O42248	GBLP_DANRE	gnb2l1	317	false	false	Danio rerio	Guanine nucleotide-binding protein subunit beta-2-like 1	1:Experimental evidence at protein level	40.38	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	1.4276633E7	1.4276633E7	1.4276633E7	13C(57.0215),14C(57.0215),4C(57.0215),6C(57.0215),8C(57.0215)		
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	false	false	Danio rerio	Heat shock protein HSP 90-beta	1:Experimental evidence at protein level	6.07	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1.5221516E7	1.5221516E7	1.5221516E7			
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	26.27	1.0000	0.9990	0.00000000000000	14	8	9	22	11	15	1.37990733E9	1.60419568E8	1.90591056E8	15M(15.9949),15M(15.9949),3M(15.9949),5M(15.9949)		
sp|O82803|SRPP_HEVBR	O82803	SRPP_HEVBR	SRPP	204	false	false	Hevea brasiliensis	Small rubber particle protein	1:Experimental evidence at protein level	4.90	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	1450737.9	1450737.9	1450737.9	N-term(42.0106)		
sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	PRSS1	246	false	false	Bos taurus	Serine protease 1	1:Experimental evidence at protein level	9.76	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	1.15642E8	1.15642E8	1.15642E8	12C(57.0215),23C(57.0215),12C(57.0215),23C(57.0215)		
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	71.86	1.0000	0.9990	0.00000000000000	14	14	14	28	28	28	1.19632835E10	1.19632835E10	1.19632835E10	11M(15.9949),13C(57.0215),11M(15.9949),13C(57.0215),12C(57.0215),12C(57.0215),12C(57.0215),23C(57.0215),13C(57.0215),13C(57.0215),13C(57.0215),27C(57.0215),3C(57.0215),17M(15.9949),17M(15.9949),17M(15.9949),17M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),30C(57.0215),41C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	false	false	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	23.63	1.0000	0.9977	0.00000000000000	6	5	5	6	5	5	1418218.6	1418218.6	1418218.6	8C(57.0215)		
sp|P01112|RASH_HUMAN	P01112	RASH_HUMAN	HRAS	189	false	false	Homo sapiens	GTPase HRas	1:Experimental evidence at protein level	5.82	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	3239729.2	0	3239729.2			tr|Q503B6|Q503B6_DANRE, tr|Q568K0|Q568K0_DANRE
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	false	false	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	44.39	1.0000	0.9990	0.00000000000000	9	9	9	16	16	16	6.9465549E8	6.9465549E8	6.9465549E8	11M(15.9949),11M(15.9949),3M(15.9949)		
sp|P02663|CASA2_BOVIN	P02663	CASA2_BOVIN	CSN1S2	222	false	false	Bos taurus	Alpha-S2-casein	1:Experimental evidence at protein level	35.14	1.0000	0.9990	0.00000000000000	8	8	8	10	10	10	1.1759772E8	1.1759772E8	1.1759772E8	12C(57.0215),16C(57.0215),12C(57.0215),16C(57.0215),2M(15.9949),4C(57.0215),8C(57.0215)		
sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	false	false	Bos taurus	Beta-casein	1:Experimental evidence at protein level	21.88	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	7.7644344E7	7.7644344E7	7.7644344E7	2M(15.9949),2M(15.9949),2M(15.9949),9M(15.9949)		
sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	false	false	Bos taurus	Kappa-casein	1:Experimental evidence at protein level	32.63	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.6397364E7	3.6397364E7	3.6397364E7			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	34.65	1.0000	0.9989	0.00000000000000	17	15	15	21	19	19	4.3287412E7	3.1297522E7	3.1297522E7	10C(57.0215),9C(57.0215),14C(57.0215),17C(57.0215),2M(15.9949),4C(57.0215),17C(57.0215),2M(15.9949),4C(57.0215),17C(57.0215),4C(57.0215),17C(57.0215),4C(57.0215),3C(57.0215),3C(57.0215),6M(15.9949),8C(57.0215)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	4.61	1.0000	0.9990	0.00000000000000	3	1	3	3	1	3	2.6359462E7	0	2.6359462E7			
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	false	false	Homo sapiens	Serotransferrin	1:Experimental evidence at protein level	6.88	1.0000	0.9799	0.00187366167024	4	4	4	4	4	4	3718582.2	3718582.2	3718582.2	12C(57.0215),13C(57.0215),9C(57.0215),9C(57.0215)		
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	false	false	Homo sapiens	Lactotransferrin	1:Experimental evidence at protein level	42.11	1.0000	0.9990	0.00000000000000	24	24	24	27	27	27	2.7938228E7	2.7938228E7	2.7938228E7	10C(57.0215),11C(57.0215),17C(57.0215),4C(57.0215),7C(57.0215),1C(57.0215),21C(57.0215),2C(57.0215),2C(57.0215),6M(15.9949),4C(57.0215),4C(57.0215),4C(57.0215),7C(57.0215),5C(57.0215),6C(57.0215),6C(57.0215),8C(57.0215),8C(57.0215)		
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	false	false	Homo sapiens	Catalase	1:Experimental evidence at protein level	18.98	1.0000	0.9990	0.00000000000000	9	7	9	10	8	10	1.4984466E7	9924112.0	1.4984466E7	N-term(42.0106),N-term(42.0106),N-term(42.0106),11M(15.9949)		
