Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|F1QGH7|CTNB1_DANRE	F1QGH7	CTNB1_DANRE	ctnnb1	780	false	false	Danio rerio	Catenin beta-1	1:Experimental evidence at protein level	1.28	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	1749324.8	0	1749324.8	5C(57.0215)		
sp|O77727|K1C15_SHEEP	O77727	K1C15_SHEEP	KRT15	453	false	false	Ovis aries	Keratin, type I cytoskeletal 15	2:Experimental evidence at transcript level	10.38	1.0000	0.9990	0.00000000000000	7	2	2	9	2	2	6.1517222E8	1.677223E7	1.677223E7			
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	false	false	Sus scrofa	Trypsin	1:Experimental evidence at protein level	49.78	1.0000	0.9990	0.00000000000000	9	9	9	14	14	14	1.63256026E9	1.63256026E9	1.63256026E9	12C(57.0215),12C(57.0215),17M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),37M(15.9949),9C(57.0215)		
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	31.03	1.0000	0.9989	0.00000000000000	21	13	13	26	13	13	2.19362345E10	3.01314208E8	3.01314208E8	10C(57.0215),11C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),14C(57.0215),22C(57.0215),30C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	false	false	Bos taurus	Albumin	1:Experimental evidence at protein level	91.10	1.0000	0.9990	0.00000000000000	117	109	117	207	194	207	3.705829E10	3.24329431E10	3.705829E10	10C(57.0215),11C(57.0215),10C(57.0215),11C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),18C(57.0215),9C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),1C(57.0215),2C(57.0215),10C(57.0215),20C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),20C(57.0215),9C(57.0215),10C(57.0215),20C(57.0215),9C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),2C(57.0215),3C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),6M(15.9949),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10C(57.0215),9C(57.0215),10M(15.9949),10M(15.9949),12C(57.0215),1C(57.0215),2C(57.0215),10M(15.9949),12C(57.0215),1C(57.0215),2C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),11C(57.0215),24C(57.0215),2C(57.0215),11C(57.0215),24C(57.0215),2C(57.0215),11C(57.0215),2C(57.0215),11C(57.0215),2C(57.0215),11M(15.9949),14C(57.0215),15C(57.0215),11M(15.9949),14C(57.0215),15C(57.0215),11M(15.9949),14C(57.0215),15C(57.0215),12C(57.0215),13C(57.0215),12C(57.0215),13C(57.0215),12C(57.0215),13C(57.0215),21C(57.0215),12C(57.0215),13C(57.0215),21C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),1C(57.0215),2C(57.0215),12C(57.0215),21C(57.0215),12C(57.0215),21C(57.0215),13C(57.0215),14C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),13C(57.0215),14C(57.0215),22C(57.0215),3M(15.9949),13C(57.0215),14C(57.0215),22C(57.0215),3M(15.9949),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),13C(57.0215),5C(57.0215),6C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),14C(57.0215),15C(57.0215),14M(15.9949),16C(57.0215),5C(57.0215),6C(57.0215),16C(57.0215),17C(57.0215),3C(57.0215),16C(57.0215),3C(57.0215),16C(57.0215),5C(57.0215),6C(57.0215),17C(57.0215),8C(57.0215),9C(57.0215),17C(57.0215),8C(57.0215),9C(57.0215),1C(57.0215),1C(57.0215),1C(57.0215),2C(57.0215),1C(57.0215),2C(57.0215),1C(57.0215),2C(57.0215),1M(15.9949),3C(57.0215),1M(15.9949),3C(57.0215),21C(57.0215),21C(57.0215),21C(57.0215),21C(57.0215),22C(57.0215),23C(57.0215),24C(57.0215),23C(57.0215),24C(57.0215),32C(57.0215),24C(57.0215),24C(57.0215),25C(57.0215),2C(57.0215),2C(57.0215),2C(57.0215),2C(57.0215),3C(57.0215),2C(57.0215),3C(57.0215),30C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3C(57.0215),3M(15.9949),3M(15.9949),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),4C(57.0215),5C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),6C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215),8C(57.0215),9C(57.0215),8C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215),9C(57.0215)		
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	false	false	Homo sapiens	Lactotransferrin	1:Experimental evidence at protein level	1.83	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	67.24	1.0000	0.9990	0.00000000000000	46	41	46	76	69	76	1.44303885E9	1.125136E9	1.44303885E9	11M(15.9949),11M(15.9949),1M(15.9949),5C(57.0215),1M(15.9949),5C(57.0215),35M(15.9949),4C(57.0215),4C(57.0215),4C(57.0215),5C(57.0215),5M(15.9949),6M(15.9949),7M(15.9949),8M(15.9949),9M(15.9949),9M(15.9949)		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	false	false	Homo sapiens	Keratin, type I cytoskeletal 10	1:Experimental evidence at protein level	57.53	1.0000	0.9990	0.00000000000000	37	30	37	60	51	60	6.6979347E8	5.8701939E8	6.6979347E8	10C(57.0215),11M(15.9949),11M(15.9949),14M(15.9949),14M(15.9949),14M(15.9949),26C(57.0215),26M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),7C(57.0215)		
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	false	false	Homo sapiens	Keratin, type I cytoskeletal 9	1:Experimental evidence at protein level	69.66	1.0000	0.9990	0.00000000000000	41	40	40	68	67	67	7.4341875E8	7.4341875E8	7.4341875E8	15M(15.9949),15M(15.9949),1M(15.9949),1M(15.9949),2C(57.0215),7M(15.9949),3M(15.9949),3M(15.9949),5C(57.0215),5C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),6M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949)		
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	false	false	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal	1:Experimental evidence at protein level	86.38	1.0000	0.9990	0.00000000000000	54	47	50	78	70	73	9.4909683E8	3.5331376E8	3.5331376E8	10M(15.9949),1M(15.9949),23M(15.9949),23M(15.9949),6M(15.9949),7C(57.0215),7C(57.0215),7M(15.9949),7M(15.9949),7M(15.9949),7M(15.9949),8C(57.0215),8C(57.0215),8C(57.0215),9M(15.9949),9M(15.9949),N-term(42.0106),2C(57.0215),6C(57.0215)		
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	false	false	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	27.03	1.0000	0.9990	0.00000000000000	4	4	4	2	2	2	9094419.0	9094419.0	9094419.0	12C(57.0215),26C(57.0215),8C(57.0215),12C(57.0215),26C(57.0215),8C(57.0215),9C(57.0215)		
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	6.80	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	229417.34	229417.34	229417.34			
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	false	false	Homo sapiens	Peroxiredoxin-1	1:Experimental evidence at protein level	16.58	1.0000	0.9984	0.00000000000000	3	1	1	3	1	1	6291547.5	2278679.5	2278679.5			
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	false	false	Danio rerio	Glial fibrillary acidic protein	1:Experimental evidence at protein level	4.05	1.0000	0.9990	0.00000000000000	2	0	0	2	0	0	1.14619192E8	0	0			
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase 2	2:Experimental evidence at transcript level	19.10	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	7795225.0	7795225.0	7795225.0	13C(57.0215),13C(57.0215),N-term(42.0106),4C(57.0215)		
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	false	false	Danio rerio	14-3-3 protein beta/alpha-A	2:Experimental evidence at transcript level	7.79	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	5740046.0	0	5740046.0			
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	false	false	Danio rerio	Synaptosomal-associated protein 25-A	2:Experimental evidence at transcript level	21.08	1.0000	0.9990	0.00000000000000	3	0	0	3	0	0	3445507.0	0	0			
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	false	false	Danio rerio	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	8.41	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	780919.75	780919.75	780919.75			
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	false	false	Danio rerio	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1:Experimental evidence at protein level	7.60	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1313548.5	1313548.5	1313548.5			
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	false	false	Danio rerio	Keratin, type II cytoskeletal 8	1:Experimental evidence at protein level	7.12	1.0000	0.9990	0.00000000000000	6	0	1	7	0	1	1.42910352E8	0	4168234.8			
sp|Q6NYA0|SRS1B_DANRE	Q6NYA0	SRS1B_DANRE	srsf1b	245	false	false	Danio rerio	Serine/arginine-rich splicing factor 1B	2:Experimental evidence at transcript level	4.08	1.0000	0.9986	0.00000000000000	1	0	0	1	0	0	0	0	0			
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	false	false	Danio rerio	Protein RCC2 homolog	2:Experimental evidence at transcript level	5.25	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1181668.8	1181668.8	1181668.8			
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	false	false	Danio rerio	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2:Experimental evidence at transcript level	2.49	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	409106.06	409106.06	409106.06			
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	false	false	Danio rerio	Barrier-to-autointegration factor	1:Experimental evidence at protein level	40.00	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	4607837.0	4607837.0	4607837.0	3M(15.9949),5C(57.0215),8C(57.0215)		
sp|Q6PBW5|RP65A_DANRE	Q6PBW5	RP65A_DANRE	rpe65a	531	false	false	Danio rerio	Retinoid isomerohydrolase	2:Experimental evidence at transcript level	3.20	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	757865.8	757865.8	757865.8			
sp|Q6PC54|SN25B_DANRE	Q6PC54	SN25B_DANRE	snap25b	203	false	false	Danio rerio	Synaptosomal-associated protein 25-B	2:Experimental evidence at transcript level	21.18	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	3445507.0	0	3445507.0	1M(15.9949),2M(15.9949),4M(15.9949),4M(15.9949)		
sp|Q6PGV1|VA0D1_DANRE	Q6PGV1	VA0D1_DANRE	atp6v0d1	350	false	false	Danio rerio	V-type proton ATPase subunit d 1	1:Experimental evidence at protein level	3.14	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	1827513.4	1827513.4	1827513.4			
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	false	false	Danio rerio	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	2:Experimental evidence at transcript level	6.76	1.0000	0.9990	0.00000000000000	3	0	3	2	0	2	4599503.0	0	4599503.0	7C(57.0215),N-term(42.0106)		
